,Palavras,"(Documento, Ocorrência)"
6058,local,"[(130, 1), (196, 1), (7, 1), (200, 1), (194, 1), (80, 1), (248, 3), (82, 1), (214, 1), (216, 5), (217, 4), (158, 1), (99, 1), (230, 1), (166, 1), (104, 1), (105, 3), (135, 2), (109, 1), (46, 1), (47, 1), (241, 1), (114, 1), (179, 1), (56, 1), (249, 1), (124, 1), (125, 1)]"
6059,firmado,"[(89, 1), (202, 1)]"
6060,cuba,"[(216, 1), (25, 1), (166, 1), (63, 3)]"
6061,massacre,"[(80, 3), (241, 1), (214, 1), (217, 2), (239, 3), (29, 1), (31, 3)]"
6062,consecutivos,"[(41, 1)]"
6063,unida.emerge,"[(167, 1)]"
6064,monumento,"[(238, 2)]"
6065,relâmpagos,"[(31, 1)]"
6066,partir,"[(43, 1), (134, 1), (7, 2), (136, 1), (137, 1), (139, 1), (12, 1), (13, 1), (143, 1), (19, 2), (151, 1), (152, 1), (29, 2), (31, 1), (32, 2), (162, 1), (165, 1), (168, 1), (171, 1), (173, 1), (175, 1), (49, 1), (243, 1), (184, 1), (60, 2), (189, 1), (191, 1), (193, 1), (194, 1), (195, 1), (69, 1), (140, 1), (74, 1), (204, 1), (209, 1), (210, 3), (83, 1), (215, 1), (93, 1), (94, 2), (96, 2), (61, 1), (231, 1), (109, 1), (111, 1), (240, 2), (115, 1), (248, 7), (249, 1), (124, 3)]"
6067,barrigas,"[(190, 1)]"
6068,juros,"[(24, 1), (96, 1), (34, 2), (144, 1)]"
6069,humanitárias,"[(33, 1), (179, 1)]"
6070,partiu,"[(1, 1), (2, 1), (244, 1)]"
6071,risos,"[(58, 1), (197, 2)]"
6072,baía,"[(89, 1)]"
6073,notícias,"[(114, 1), (163, 1), (211, 5), (185, 2), (153, 1), (59, 1), (247, 1), (29, 1), (63, 1)]"
6074,controlá-lo,"[(151, 1)]"
6075,empenhados,"[(244, 1)]"
6076,queixa-se,"[(63, 1)]"
6077,eleitas,"[(153, 1)]"
6078,petroquímica,"[(142, 1)]"
6079,favor,"[(64, 1), (230, 1), (69, 2), (202, 1), (140, 1), (206, 2), (227, 1), (151, 1), (152, 1), (153, 1), (154, 1), (156, 1), (93, 1), (163, 1), (229, 1), (166, 1), (103, 1), (234, 2), (107, 1), (236, 5), (117, 1), (120, 1), (185, 1), (127, 1), (63, 3)]"
6080,doutorado,"[(89, 1), (34, 1)]"
6081,opening,"[(42, 1)]"
6082,coloquei,"[(104, 2)]"
6083,interrupções,"[(217, 1), (98, 1)]"
6084,trabalhar,"[(130, 1), (69, 1), (7, 1), (30, 1), (75, 1), (140, 3), (13, 1), (79, 1), (141, 1), (86, 1), (199, 1), (216, 1), (153, 1), (15, 1), (93, 1), (158, 1), (214, 1), (217, 1), (43, 1), (108, 1), (239, 1), (177, 1), (115, 1), (181, 1), (185, 1), (58, 1), (187, 1), (190, 1), (63, 1)]"
6085,trabalham,"[(248, 1), (140, 1), (108, 1), (134, 1), (111, 1)]"
6086,joe,"[(176, 1)]"
6087,renunciado,"[(73, 1)]"
6088,interpretá-la,"[(160, 1), (195, 1)]"
6089,janela,"[(89, 1), (99, 1), (195, 6)]"
6090,genocídios,"[(151, 2)]"
6091,quebra,"[(40, 1), (25, 2), (218, 1), (108, 1), (93, 1), (175, 1)]"
6092,privação,"[(148, 1)]"
6093,unirmos,"[(198, 1)]"
6094,ajudasse,"[(112, 1), (60, 1)]"
6095,batalhão,"[(6, 1)]"
6096,ameaçando,"[(151, 1), (132, 1), (135, 1)]"
6097,rubro-negro,"[(242, 1), (76, 2), (39, 1)]"
6098,públicos.com,"[(204, 1)]"
6099,rubro-negra,"[(76, 1), (39, 1)]"
6100,cuidam,"[(249, 1)]"
6101,fraca,"[(24, 1), (132, 2), (127, 1)]"
6102,fraco,"[(24, 2), (144, 1), (218, 1), (30, 1), (127, 1)]"
6103,faltam,"[(59, 1), (76, 1), (205, 2)]"
6104,barrados,"[(107, 1)]"
6105,tuiteiro,"[(19, 1), (205, 1)]"
6106,continuarmos,"[(153, 1), (129, 1), (78, 1), (151, 1)]"
6107,faltar,"[(182, 1)]"
6108,737,"[(134, 6), (143, 2)]"
6109,responde,"[(97, 1), (131, 1), (190, 1), (152, 1), (185, 1), (154, 1), (216, 1), (189, 1), (14, 2), (127, 1)]"
6110,cuidar,"[(80, 1), (65, 2), (147, 1), (196, 1), (6, 1), (249, 2), (216, 1), (57, 1), (138, 1), (156, 1)]"
6111,internos,"[(32, 1), (210, 2), (205, 1), (23, 1)]"
6112,confere,"[(185, 1)]"
6113,mcas,"[(143, 1)]"
6114,profissionalização,"[(7, 1)]"
6115,posar,"[(92, 1)]"
6116,ragnar,"[(212, 1)]"
6117,discoteca,"[(16, 1)]"
6118,acústicas,"[(137, 1)]"
6119,aprisionada,"[(183, 1)]"
6120,reerguer,"[(217, 1), (162, 1)]"
6121,indiretamente,"[(171, 1), (63, 1)]"
6122,refutando,"[(163, 1)]"
6123,horrorizado,"[(31, 1), (15, 1)]"
6124,horrorizada,"[(19, 1)]"
6125,livianu,"[(202, 4)]"
6126,implantação,"[(25, 2), (203, 1)]"
6127,abrindo,"[(244, 2), (69, 1), (8, 1), (173, 1), (46, 1), (77, 1)]"
6128,descumpriu,"[(115, 1)]"
6129,gestora,"[(22, 1)]"
6130,motim,"[(249, 1)]"
6131,aéreos,"[(129, 1), (42, 1), (143, 1)]"
6132,ollanta,"[(204, 1)]"
6133,bernat,"[(74, 2)]"
6134,mídias,"[(12, 1)]"
6135,falsas,"[(65, 1), (163, 1), (181, 1), (211, 2), (29, 1), (63, 1)]"
6136,anônimas,"[(146, 1), (197, 1)]"
6137,frutos.na,"[(168, 1)]"
6138,iminente,"[(217, 1)]"
6139,expostos,"[(154, 1), (211, 2), (188, 1), (194, 1), (239, 1)]"
6140,precisando,"[(217, 1), (74, 1), (51, 1)]"
6141,estrela,"[(244, 1), (197, 4), (198, 1), (184, 1), (41, 2), (219, 1), (220, 1)]"
6142,bélicos,"[(154, 1)]"
6143,descoberto,"[(172, 1), (158, 1), (151, 1)]"
6144,manutenção,"[(22, 1), (40, 1), (155, 1), (188, 1), (222, 1), (223, 1)]"
6145,descoberta,"[(170, 2), (182, 1)]"
6146,assustadoras,"[(161, 1)]"
6147,apoiasse,"[(69, 1), (6, 1)]"
6148,obrigação,"[(120, 1), (185, 1), (76, 2), (157, 1), (6, 1)]"
6149,excessiva,"[(84, 1), (28, 1)]"
6150,nadam,"[(125, 1)]"
6151,nadal,"[(193, 1)]"
6152,tcu,"[(217, 2)]"
6153,partidárias,"[(235, 1), (213, 1)]"
6154,ralando,"[(203, 1)]"
6155,nadar,"[(159, 1)]"
6156,—em,"[(226, 1)]"
6157,atendemos,"[(40, 1)]"
6158,preconceituosas,"[(92, 1), (214, 1)]"
6159,promissoras,"[(135, 1)]"
6160,aumentava.como,"[(204, 1)]"
6161,aproveitam,"[(242, 1)]"
6162,precipitado,"[(241, 1)]"
6163,negociatas,"[(162, 1)]"
6164,beneficiaram,"[(211, 1)]"
6165,presa,"[(208, 1), (148, 1), (197, 1), (166, 1), (71, 1), (104, 1), (202, 1)]"
6166,patrocínio,"[(242, 1)]"
6167,facial,"[(108, 1)]"
6168,press,"[(139, 1)]"
6169,limpador,"[(160, 1)]"
6170,1985.nesta,"[(3, 1)]"
6171,perpetuar,"[(63, 1)]"
6172,descartou,"[(226, 2), (134, 1), (167, 1)]"
6173,premissa,"[(43, 1), (102, 1), (119, 1)]"
6174,cometeu,"[(208, 1), (66, 1), (52, 1), (166, 1), (150, 1), (151, 1), (9, 1), (223, 1)]"
6175,insultam,"[(99, 1)]"
6176,ensina,"[(130, 1), (165, 1), (87, 1)]"
6177,cometer,"[(88, 1), (193, 1)]"
6178,aprovasse,"[(90, 1)]"
6179,cristã,"[(160, 1)]"
6180,jeremy,"[(80, 1), (91, 1)]"
6181,punições.durante,"[(207, 1)]"
6182,critica.meses,"[(217, 1)]"
6183,gordura,"[(119, 1)]"
6184,dirige,"[(243, 1), (133, 1), (149, 1)]"
6185,sinergias,"[(139, 1)]"
6186,dirigi,"[(104, 1)]"
6187,longamente,"[(17, 1), (79, 1)]"
6188,heroico,"[(184, 1)]"
6189,hóspede,"[(174, 1)]"
6190,patrimônio.um,"[(188, 1)]"
6191,periférico,"[(57, 1)]"
6192,falsificação,"[(181, 2)]"
6193,periférica,"[(151, 1)]"
6194,raro,"[(92, 1), (148, 1), (76, 1), (213, 1)]"
6195,injusto,"[(160, 1), (110, 2), (30, 1)]"
6196,contrabando,"[(249, 1), (7, 1)]"
6197,desprotegidos,"[(125, 1)]"
6198,cheia,"[(151, 1), (110, 1), (87, 1)]"
6199,cheio,"[(121, 1), (248, 1), (9, 1), (249, 1), (12, 1), (158, 1)]"
6200,injusta,"[(33, 1)]"
6201,sério,"[(248, 1), (149, 1), (166, 2), (184, 1), (106, 1), (63, 1), (108, 1), (186, 1), (117, 1)]"
6202,séria,"[(49, 1), (108, 1)]"
6203,série,"[(66, 1), (196, 1), (198, 1), (225, 1), (200, 4), (12, 1), (143, 2), (80, 1), (20, 1), (213, 1), (86, 4), (216, 1), (47, 4), (220, 1), (221, 1), (30, 1), (31, 1), (208, 2), (41, 2), (106, 1), (43, 1), (240, 1), (175, 2), (176, 4), (178, 2), (180, 1), (181, 1), (169, 1), (248, 1), (60, 1), (239, 2), (191, 1)]"
6204,mídia,"[(205, 1), (11, 2), (117, 1), (211, 1), (215, 1), (91, 1), (109, 1), (222, 1), (31, 1)]"
6205,ele.o,"[(151, 1)]"
6206,instituída,"[(233, 1), (115, 1)]"
6207,malsucedida,"[(97, 1), (140, 1)]"
6208,distinto,"[(76, 1), (221, 1)]"
6209,geoffrey,"[(91, 1), (46, 1)]"
6210,comunicacão,"[(148, 1)]"
6211,surgindo,"[(193, 1), (211, 1)]"
6212,unânimes,"[(124, 1)]"
6213,estaria,"[(80, 1), (97, 1), (162, 1), (195, 1), (228, 1), (229, 1), (58, 1), (75, 1)]"
6214,volume,"[(65, 2), (19, 1), (145, 1), (217, 2), (28, 1), (61, 1), (126, 1), (143, 1)]"
6215,destacados,"[(124, 1)]"
6216,receberão,"[(124, 1), (36, 1)]"
6217,desconhecido,"[(46, 1), (6, 1), (69, 1)]"
6218,desconhecida,"[(125, 1)]"
6219,alternativos,"[(90, 1)]"
6220,intensifiquem,"[(32, 2)]"
6221,brasil—,"[(12, 1)]"
6222,brasil–,"[(140, 1)]"
6223,cagões,"[(205, 1)]"
6224,destinadas,"[(97, 1)]"
6225,tigo,"[(92, 1)]"
6226,participava,"[(212, 1), (50, 1), (60, 1)]"
6227,radicalizou,"[(175, 1)]"
6228,nigéria,"[(188, 1)]"
6229,envolvidas,"[(162, 1), (131, 1), (20, 1)]"
6230,assunto,"[(3, 1), (69, 1), (198, 1), (225, 1), (73, 1), (205, 1), (79, 1), (208, 3), (211, 2), (213, 1), (220, 1), (95, 1), (80, 1), (34, 2), (229, 1), (6, 2), (103, 1), (41, 1), (170, 1), (108, 2), (175, 1), (244, 1), (181, 1), (59, 1), (63, 2)]"
6231,chaves,"[(107, 1), (4, 1), (221, 1)]"
6232,cobrem,"[(249, 1)]"
6233,voluntária,"[(139, 1)]"
6234,masturba-se,"[(190, 1)]"
6235,perigo,"[(157, 1), (165, 1), (197, 1), (101, 1), (119, 1), (202, 1), (154, 1), (208, 1), (45, 1), (61, 1)]"
6236,relatividade,"[(162, 1)]"
6237,homicídio,"[(113, 1), (5, 1)]"
6238,recordação,"[(46, 1)]"
6239,considerável.,"[(84, 1)]"
6240,atestando,"[(224, 1)]"
6241,barragem,"[(128, 3), (61, 1)]"
6242,cibernética,"[(8, 1)]"
6243,arrematado,"[(139, 1)]"
6244,indicação,"[(161, 1)]"
6245,resultando,"[(25, 1), (201, 1)]"
6246,itaqui,"[(220, 1)]"
6247,filas,"[(178, 1), (23, 1)]"
6248,serenidade,"[(108, 1)]"
6249,encabeçar,"[(168, 1)]"
6250,gantois,"[(157, 1)]"
6251,estrangeiro,"[(99, 1), (108, 1), (158, 1), (22, 1), (165, 1)]"
6252,estrangeira,"[(97, 1), (99, 2), (108, 1)]"
6253,regional,"[(32, 1), (226, 1), (70, 1), (102, 3), (217, 4), (202, 1), (206, 1), (63, 3)]"
6254,detê-lastalvez,"[(163, 1)]"
6255,fidelidade,"[(184, 1)]"
6256,psiquiátricas,"[(239, 1)]"
6257,bucha,"[(163, 1)]"
6258,pegada,"[(137, 2), (46, 1)]"
6259,particulares,"[(162, 1), (70, 1), (10, 1), (60, 1), (125, 1), (239, 1)]"
6260,minimalista,"[(199, 2)]"
6261,nascem,"[(108, 1)]"
6262,ficaram,"[(64, 1), (70, 1), (166, 2), (249, 1), (138, 1), (238, 1), (18, 1), (246, 1), (89, 1), (216, 1), (217, 1), (63, 1), (95, 1)]"
6263,vice-presidência,"[(115, 1)]"
6264,abalados,"[(215, 1)]"
6265,nascer,"[(197, 2), (158, 1)]"
6266,nasceu,"[(32, 1), (181, 1), (195, 3), (36, 2), (133, 1), (6, 3), (193, 1), (249, 1), (108, 1), (177, 1), (30, 1), (183, 1), (164, 1), (187, 1), (166, 1), (125, 1), (158, 1), (159, 1)]"
6267,encaradas,"[(221, 2)]"
6268,brexit,"[(82, 6), (91, 3), (69, 1), (90, 4), (107, 9), (158, 1)]"
6269,desabando,"[(129, 1), (140, 1)]"
6270,lamentável,"[(184, 1)]"
6271,peço,"[(73, 1), (82, 1)]"
6272,explorar,"[(152, 1), (42, 1), (139, 1)]"
6273,peça,"[(168, 1), (224, 1), (75, 1), (5, 1), (118, 1)]"
6274,incentivou-a,"[(183, 1)]"
6275,dora,"[(109, 1)]"
6276,exploram,"[(60, 2)]"
6277,ongs,"[(221, 2)]"
6278,queixou,"[(205, 1)]"
6279,ocuparam,"[(234, 1), (220, 1)]"
6280,postos,"[(136, 2), (248, 1), (239, 1), (94, 1), (135, 1)]"
6281,postou,"[(230, 1), (21, 1), (166, 1)]"
6282,grandedia,"[(19, 1)]"
6283,demasia,"[(45, 1)]"
6284,viga,"[(137, 1)]"
6285,irlandeses,"[(158, 1)]"
6286,divida,"[(68, 1)]"
6287,divide,"[(187, 1), (107, 1), (133, 1), (102, 1)]"
6288,perversos,"[(153, 1), (166, 1)]"
6289,argelino,"[(100, 1)]"
6290,ressurreição,"[(154, 1), (101, 1)]"
6291,comparecer,"[(225, 1), (230, 1), (213, 1), (166, 1), (23, 1)]"
6292,compareceu,"[(82, 1), (11, 1), (213, 1)]"
6293,skjerseth,"[(196, 2)]"
6294,imprevisíveis,"[(66, 1)]"
6295,instituição.guaidó,"[(97, 1)]"
6296,círculos,"[(165, 1), (11, 1), (69, 1), (125, 1)]"
6297,funciona,"[(130, 1), (211, 2), (102, 1), (217, 1), (201, 1), (157, 1)]"
6298,funcione,"[(34, 3)]"
6299,inventado,"[(99, 1)]"
6300,garçonete,"[(69, 1), (30, 1)]"
6301,trágicos,"[(239, 1)]"
6302,cineasta,"[(10, 2), (11, 1), (12, 2), (187, 5), (199, 1)]"
6303,aconteceria,"[(249, 1)]"
6304,zampier,"[(212, 1)]"
6305,opiniões,"[(124, 1), (29, 1), (30, 1), (101, 1)]"
6306,cientistas,"[(29, 1)]"
6307,brincando,"[(176, 1), (196, 1), (149, 1), (215, 1), (218, 1), (39, 1)]"
6308,estreará,"[(23, 1)]"
6309,coleção,"[(188, 1), (201, 1), (60, 11), (13, 1), (175, 1)]"
6310,dormisse,"[(180, 2)]"
6311,desagradaria,"[(19, 1)]"
6312,especialistas.o,"[(181, 1)]"
6313,beneficiadas,"[(203, 1), (237, 1)]"
6314,inacreditável,"[(211, 1)]"
6315,mediante,"[(64, 1), (188, 1)]"
6316,moveram,"[(152, 1), (9, 1), (108, 1)]"
6317,viciantes,"[(211, 1)]"
6318,deslocou-se,"[(177, 1)]"
6319,possui,"[(45, 1), (242, 1), (234, 1), (235, 1), (13, 1), (207, 2), (143, 1), (17, 1), (210, 1), (84, 1), (244, 1), (111, 1), (60, 1)]"
6320,lésbicos.duas,"[(164, 1)]"
6321,sentir,"[(205, 1), (211, 1), (164, 1), (69, 1), (55, 1), (59, 1), (151, 1), (109, 1), (199, 1), (63, 2)]"
6322,secretos,"[(17, 3), (34, 1), (6, 2), (63, 1)]"
6323,sentiu,"[(180, 1), (19, 1), (4, 1), (198, 2), (71, 1), (9, 1), (249, 1), (92, 1), (36, 1)]"
6324,arrancou,"[(67, 1), (51, 1), (53, 1)]"
6325,percepções,"[(152, 1), (129, 1)]"
6326,escuridão,"[(94, 1)]"
6327,rachado.o,"[(104, 1)]"
6328,compra.e,"[(211, 1)]"
6329,sentia,"[(195, 1), (198, 1), (6, 1), (184, 1), (107, 1), (109, 1)]"
6330,arrecadar,"[(195, 1)]"
6331,1998-1999,"[(138, 1)]"
6332,calamidades,"[(16, 1)]"
6333,confundidos,"[(20, 1)]"
6334,jurado,"[(63, 1)]"
6335,apoiados,"[(153, 1), (86, 1)]"
6336,apoiador,"[(216, 2), (205, 1)]"
6337,vara,"[(217, 1)]"
6338,virgem,"[(197, 3), (118, 1)]"
6339,ápice,"[(248, 1), (73, 1), (195, 1), (193, 1)]"
6340,otavio,"[(7, 1)]"
6341,vendas,"[(178, 1), (22, 3), (135, 1), (24, 1), (31, 1), (143, 1)]"
6342,reitera,"[(144, 1), (249, 1), (75, 1), (52, 1)]"
6343,rankings,"[(87, 1)]"
6344,condado,"[(113, 1)]"
6345,6.088,"[(109, 1)]"
6346,topo.seu,"[(244, 1)]"
6347,liderou,"[(168, 1), (36, 1)]"
6348,ativistas.os,"[(230, 1)]"
6349,.carvalho,"[(205, 1)]"
6350,ativismos,"[(166, 1)]"
6351,taubaté,"[(202, 1)]"
6352,orçamento.a,"[(37, 1)]"
6353,letalidade,"[(241, 1)]"
6354,arriscadas,"[(129, 1)]"
6355,esteira,"[(210, 1), (205, 1)]"
6356,advertiram,"[(245, 1), (119, 1)]"
6357,representa,"[(64, 1), (65, 2), (34, 1), (204, 1), (133, 1), (6, 1), (232, 1), (105, 1), (108, 1), (45, 1), (143, 1), (173, 2), (242, 1), (19, 1), (180, 1), (23, 1), (154, 1), (123, 1), (220, 1), (61, 1)]"
6358,explica.nessa,"[(190, 1)]"
6359,represente,"[(33, 1)]"
6360,descendentes,"[(29, 1)]"
6361,reescrever,"[(208, 1), (151, 1)]"
6362,chegou,"[(4, 1), (6, 1), (7, 6), (9, 1), (15, 3), (17, 1), (134, 1), (21, 1), (151, 1), (25, 1), (47, 2), (28, 1), (248, 1), (165, 1), (166, 1), (41, 1), (42, 1), (171, 1), (45, 1), (175, 1), (53, 1), (183, 1), (184, 3), (185, 1), (189, 1), (190, 2), (65, 2), (66, 2), (67, 1), (196, 1), (197, 1), (55, 5), (204, 1), (81, 2), (83, 1), (214, 2), (249, 1), (217, 1), (219, 1), (37, 2), (95, 2), (224, 2), (226, 1), (103, 1), (232, 2), (231, 1), (238, 2), (61, 1), (240, 1), (241, 1), (244, 2), (245, 1), (120, 1), (121, 1)]"
6363,pactual,"[(139, 1)]"
6364,financiar,"[(81, 2), (115, 1), (188, 1), (142, 1)]"
6365,sulcavam,"[(194, 1)]"
6366,emprestado,"[(191, 1)]"
6367,decaídas,"[(10, 1)]"
6368,império,"[(145, 1), (243, 1), (197, 1), (86, 1), (184, 2), (188, 1)]"
6369,urbano,"[(40, 1), (25, 1), (227, 1), (60, 1), (108, 1)]"
6370,causou,"[(214, 1), (97, 1), (37, 1), (198, 1), (104, 1), (204, 1), (13, 1), (45, 1), (143, 1), (86, 1), (216, 1), (22, 2), (246, 1), (29, 1), (223, 2)]"
6371,senti-lo,"[(89, 1)]"
6372,acendido,"[(157, 1)]"
6373,valdebebas,"[(45, 1)]"
6374,poupam,"[(147, 1)]"
6375,improvisam,"[(87, 1)]"
6376,gostavam,"[(112, 1)]"
6377,navid,"[(249, 1)]"
6378,fugitivo,"[(73, 1)]"
6379,beleza,"[(193, 1), (182, 2), (87, 1), (9, 1), (11, 2), (14, 1)]"
6380,xxi.ninguém,"[(125, 1)]"
6381,cobrador,"[(222, 1)]"
6382,governado,"[(189, 1)]"
6383,respeitando,"[(199, 1)]"
6384,—inclusive,"[(6, 1)]"
6385,maneiras,"[(25, 1), (211, 3), (244, 2), (189, 1), (183, 1)]"
6386,consistiam,"[(86, 1)]"
6387,contundencia,"[(92, 1)]"
6388,governada,"[(117, 1), (94, 1)]"
6389,bateu,"[(65, 1), (67, 1), (116, 1), (38, 1), (56, 1), (74, 1), (158, 1)]"
6390,preparatórias,"[(110, 1)]"
6391,bater,"[(56, 1), (119, 1), (31, 2)]"
6392,adotam,"[(153, 3)]"
6393,falecido,"[(247, 1), (12, 1), (198, 1), (207, 1)]"
6394,sapdara,"[(244, 1)]"
6395,adotar,"[(144, 1), (208, 1), (100, 1), (150, 1), (24, 1), (188, 1), (11, 1), (76, 1), (79, 1)]"
6396,batem,"[(205, 1)]"
6397,imensa,"[(65, 1), (182, 1), (118, 1), (89, 1), (157, 1), (158, 1), (197, 1)]"
6398,.pela,"[(39, 1)]"
6399,nigel,"[(107, 1), (69, 1)]"
6400,recompensam,"[(153, 1)]"
6401,patrocinadora,"[(41, 1)]"
6402,.pelo,"[(166, 1)]"
6403,imenso,"[(16, 1), (165, 1), (22, 1)]"
6404,173,"[(191, 1)]"
6405,171,"[(139, 1)]"
6406,170,"[(225, 1)]"
6407,seguida.o,"[(169, 1)]"
6408,.rosângela,"[(6, 2)]"
6409,ingerências,"[(115, 1)]"
6410,vargas,"[(16, 1), (114, 1), (13, 1), (101, 2)]"
6411,transeuntes,"[(94, 1)]"
6412,corrigido,"[(37, 1)]"
6413,centralizado,"[(216, 1)]"
6414,tarifária,"[(144, 1)]"
6415,corrigida,"[(162, 1), (155, 1)]"
6416,psicopatas,"[(15, 1)]"
6417,ermitã,"[(197, 1)]"
6418,17h,"[(48, 1), (72, 1), (35, 1), (85, 1), (246, 1)]"
6419,ativação,"[(210, 1), (91, 1)]"
6420,frente/porque,"[(195, 1)]"
6421,parabéns,"[(241, 1), (230, 1)]"
6422,investigação,"[(65, 1), (66, 4), (230, 1), (6, 3), (7, 1), (40, 2), (145, 1), (106, 1), (204, 5), (143, 1), (104, 1), (52, 1), (181, 4), (214, 1), (151, 3), (216, 1), (84, 1), (175, 1)]"
6423,dominam,"[(167, 1)]"
6424,dominar,"[(11, 1)]"
6425,hieróglifos,"[(188, 1)]"
6426,distanciado,"[(25, 1)]"
6427,aterrissarmos,"[(89, 1)]"
6428,propostas.como,"[(220, 1)]"
6429,décimo,"[(24, 3), (34, 1), (237, 2)]"
6430,décima,"[(51, 1), (133, 1)]"
6431,rosalía,"[(182, 1)]"
6432,proposta.outros,"[(225, 1)]"
6433,abolida,"[(36, 1)]"
6434,renacionalizar,"[(129, 1)]"
6435,vinculado,"[(217, 1), (130, 1), (220, 1), (29, 1)]"
6436,agressivo,"[(189, 1)]"
6437,mal-educadas,"[(19, 1)]"
6438,protetorados,"[(69, 1)]"
6439,lê-las.nesse,"[(12, 1)]"
6440,mantinha,"[(224, 1), (145, 1), (55, 1), (107, 1), (204, 1), (93, 1)]"
6441,dois,"[(4, 1), (5, 1), (7, 1), (8, 1), (13, 4), (14, 2), (18, 1), (19, 2), (24, 1), (27, 1), (28, 1), (31, 1), (32, 1), (36, 2), (37, 1), (40, 2), (41, 1), (42, 1), (43, 1), (44, 1), (45, 1), (46, 1), (47, 1), (49, 1), (53, 2), (55, 3), (56, 4), (57, 1), (59, 1), (60, 1), (63, 4), (66, 2), (67, 1), (69, 5), (70, 1), (71, 1), (73, 3), (75, 2), (76, 1), (77, 1), (79, 1), (80, 2), (81, 2), (83, 1), (85, 1), (86, 2), (87, 1), (88, 2), (89, 1), (91, 1), (92, 1), (93, 2), (94, 2), (95, 2), (99, 3), (102, 1), (107, 3), (109, 2), (111, 1), (112, 1), (114, 1), (115, 2), (116, 1), (117, 3), (121, 2), (125, 4), (127, 1), (131, 2), (132, 1), (133, 1), (135, 1), (139, 1), (142, 1), (143, 1), (144, 1), (150, 1), (151, 9), (152, 1), (158, 3), (160, 1), (162, 1), (163, 3), (164, 1), (166, 3), (167, 2), (168, 1), (173, 1), (175, 1), (177, 2), (179, 1), (180, 1), (183, 1), (184, 2), (185, 2), (187, 3), (188, 1), (195, 2), (196, 3), (197, 3), (198, 2), ...]"
6442,conversando,"[(97, 1)]"
6443,concreto,"[(36, 1), (222, 1), (86, 1), (223, 1)]"
6444,adiciona,"[(14, 1)]"
6445,confiscadas,"[(181, 1)]"
6446,professor,"[(3, 2), (150, 1), (7, 1), (200, 1), (9, 2), (202, 2), (203, 1), (208, 2), (210, 3), (86, 1), (216, 1), (25, 1), (26, 1), (239, 3), (156, 1), (93, 1), (158, 3), (165, 1), (160, 2), (36, 1), (101, 1), (29, 1), (177, 1), (181, 1), (125, 4)]"
6447,suspirarem,"[(172, 1)]"
6448,aliado,"[(115, 1), (73, 1), (83, 1), (171, 1), (86, 1)]"
6449,pensá-las,"[(211, 1)]"
6450,injustiça,"[(216, 1)]"
6451,aliada,"[(240, 1), (145, 1), (76, 1), (39, 1)]"
6452,sentidos,"[(25, 1), (197, 1)]"
6453,magoam,"[(156, 1)]"
6454,figueiredo,"[(162, 1)]"
6455,capes,"[(239, 1)]"
6456,villamarín,"[(57, 2)]"
6457,br-163,"[(217, 1)]"
6458,telegrama,"[(16, 1), (3, 1)]"
6459,sofrência,"[(178, 1)]"
6460,democrático.2,"[(173, 1)]"
6461,boles,"[(107, 1)]"
6462,pronunciaria.o,"[(207, 1)]"
6463,justificou,"[(208, 1), (120, 1), (103, 1), (88, 1), (25, 1), (77, 1)]"
6464,valente,"[(65, 1), (154, 1)]"
6465,ótima,"[(72, 1), (170, 1), (67, 1), (189, 1), (183, 1)]"
6466,ótimo,"[(248, 1), (138, 1), (141, 2)]"
6467,suscita,"[(128, 1), (95, 1)]"
6468,observavam,"[(238, 1)]"
6469,barrado,"[(221, 1)]"
6470,rebelaram,"[(153, 1)]"
6471,guerra,"[(4, 1), (69, 3), (6, 1), (135, 1), (12, 1), (11, 1), (140, 1), (77, 2), (205, 1), (144, 1), (86, 1), (151, 3), (216, 2), (89, 1), (29, 5), (158, 1), (31, 1), (32, 1), (208, 1), (98, 1), (162, 1), (101, 1), (166, 7), (105, 1), (107, 1), (172, 2), (173, 2), (174, 3), (111, 2), (189, 1), (244, 1), (245, 1), (248, 1), (249, 2), (223, 2), (188, 4), (125, 1), (63, 9)]"
6472,alertas,"[(244, 1), (220, 1)]"
6473,franceses,"[(129, 1), (244, 1), (53, 2), (177, 1), (72, 1), (89, 1), (74, 1), (124, 3)]"
6474,bloqueio,"[(246, 1), (39, 1), (90, 1), (107, 1), (76, 1), (106, 1), (206, 1)]"
6475,alertam,"[(143, 1)]"
6476,pública.bolsonaro,"[(235, 1)]"
6477,abolicionismo,"[(152, 1)]"
6478,ditadura.bolsonaro,"[(151, 1)]"
6479,pirata,"[(185, 1)]"
6480,preserva,"[(21, 1)]"
6481,reunindo,"[(60, 1), (20, 1)]"
6482,assunto.acontece,"[(169, 1)]"
6483,reabilitá-los,"[(26, 1)]"
6484,aconcágua,"[(109, 4)]"
6485,camarões,"[(188, 1)]"
6486,preço,"[(246, 1), (34, 1), (118, 2), (70, 2), (41, 1), (170, 2), (139, 1), (130, 1), (205, 1), (181, 1), (22, 1), (25, 1), (154, 1), (220, 2), (189, 1)]"
6487,moderados,"[(90, 1), (107, 2)]"
6488,90.185,"[(56, 1)]"
6489,espartilhadas,"[(198, 1)]"
6490,timidez,"[(99, 1)]"
6491,1991.,"[(195, 1)]"
6492,tarek,"[(88, 1)]"
6493,60.739,"[(56, 1)]"
6494,travessa,"[(108, 1)]"
